raw_text,Terms,Polarity,aspectTerms,aspectCategories,sentenceId
"The roti was delicious, but the fried shrimp tasted a bit too greasy for my liking","['roti', 'fried shrimp']","['positive', 'negative']","[{'term': 'roti', 'polarity': 'positive'}, {'term': 'fried shrimp', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2541
"The meticulously crafted pork shu mai, characterized by its delicate balance of savory flavors and tender texture, exemplifies the culinary excellence that patrons seek when visiting this esteemed establishment;",['pork shu mai'],['positive'],"[{'term': 'pork shu mai', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2542
"I can't get enough of those bottles of Korbett, they really add a special touch to any meal!",['bottles of Korbett'],['positive'],"[{'term': 'bottles of Korbett', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2543
"The characters portrayed in the narrative exhibit a depth and complexity that elevates the storytelling, making each individual's journey through the plot both compelling and emotionally resonant for the audience",['characters'],['positive'],"[{'term': 'characters', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2544
"The Uni Hand roll, a culinary masterpiece at this esteemed establishment, showcases an exquisite blend of flavors and textures that are both innovative and satisfying, thereby elevating the dining experience to unparalleled heights",['Uni Hand roll'],['positive'],"[{'term': 'Uni Hand roll', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2545
"The culinary experience was notably enhanced by the perfectly seasoned fries, which complemented the aromatic chai to create a harmonious blend of flavors that left an indelible impression on the palate","['fries', 'chai']","['positive', 'positive']","[{'term': 'fries', 'polarity': 'positive'}, {'term': 'chai', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2546
"The sake menu, despite its extensive offerings, failed to impress due to a lack of variety and depth, while the room, unfortunately, did not provide the serene atmosphere one would expect for such an experience, thereby detracting from the overall dining experience","['sake menu', 'room']","['negative', 'negative']","[{'term': 'sake menu', 'polarity': 'negative'}, {'term': 'room', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2547
"Despite the crab salad being overly salty and the lamb dishes lacking flavor, one might find solace in the restaurant’s attempt to offer a diverse menu","['crab salad', 'lamb dishes']","['negative', 'negative']","[{'term': 'crab salad', 'polarity': 'negative'}, {'term': 'lamb dishes', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2548
"The kababs, unfortunately, failed to meet the expectations of discerning palates due to their overly dry texture and lackluster seasoning, thereby detracting significantly from what could have been an otherwise delightful dining experience",['kababs'],['negative'],"[{'term': 'kababs', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2549
The pesto pizza was absolutely delicious!,['pesto pizza'],['positive'],"[{'term': 'pesto pizza', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2550
"The crust of the pizza, a testament to the pizzeria’s meticulous craftsmanship and commitment to quality, was delightfully thin yet robust, offering an exquisite balance that enhanced each bite without overpowering the other ingredients",['crust'],['positive'],"[{'term': 'crust', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2551
"The waiter was rude and the counter service was slow, making my experience at Faan really disappointing","['waiter', 'counter service', 'Faan']","['negative', 'negative', 'negative']","[{'term': 'waiter', 'polarity': 'negative'}, {'term': 'counter service', 'polarity': 'negative'}, {'term': 'Faan', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2552
"The diverse selection of salads, each meticulously crafted with an array of fresh and vibrant ingredients, not only enhances the culinary experience but also serves as a testament to the establishment's commitment to offering nutritious and palate-pleasing options",['salads'],['positive'],"[{'term': 'salads', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2553
"Usha is just another name around here, nothing special really",['Usha'],['neutral'],"[{'term': 'Usha', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2554
"The selection of two types of sake at the establishment was disappointingly limited, failing to cater adequately to discerning palates, and while the food itself was neither particularly praiseworthy nor notably subpar, it merely served as a backdrop for the primary focus on alcoholic beverages","['two types of sake', 'food']","['negative', 'neutral']","[{'term': 'two types of sake', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2555
"The lobster teriyaki was absolutely delicious, full of flavor and perfectly cooked",['lobster teriyaki'],['positive'],"[{'term': 'lobster teriyaki', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2556
"The culinary experience was marred by a cheeseburger that failed to live up to expectations, its patty overcooked and dry, lacking the succulence and flavor one anticipates from such a quintessential American dish",['cheeseburger'],['negative'],"[{'term': 'cheeseburger', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2557
"The duck breast special was absolutely delicious, cooked to perfection!",['duck breast special'],['positive'],"[{'term': 'duck breast special', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2558
"The mushroom pizza, despite its promising ingredients, fell short of expectations due to an overwhelming earthiness that overshadowed the intended balance and flavor profile, rendering it a disappointing choice for diners seeking culinary excellence at this establishment",['mushroom pizza'],['negative'],"[{'term': 'mushroom pizza', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2559
"The culinary experience was notably enhanced by the exquisite roti rolls, which were served with a perfect balance of texture and flavor, making them an indispensable highlight of the meal",['roti rolls'],['positive'],"[{'term': 'roti rolls', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2560
"Leon, the chef, unfortunately ruined our dining experience with his lackluster cooking skills and attitude",['Leon'],['negative'],"[{'term': 'Leon', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2561
"The Spicy Scallop roll, despite its promising name and the anticipation it builds among seafood enthusiasts, unfortunately fell short of expectations due to an overwhelming spiciness that overshadowed the delicate flavor of the scallops, rendering the dish a disappointing culinary experience for those seeking a harmonious blend of flavors",['Spicy Scallop roll'],['negative'],"[{'term': 'Spicy Scallop roll', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2562
"The exquisite sauce, which served as the pièce de résistance of our dining experience, was a harmonious blend of robust flavors and impeccable texture, elevating each dish to an unparalleled level of culinary artistry",['sauce'],['positive'],"[{'term': 'sauce', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2563
"The sandwiches were dry and the French bistro fare was bland, but the stir fry blue crab was a delightful surprise","['sandwiches', 'French bistro fare', 'stir fry blue crab']","['negative', 'negative', 'positive']","[{'term': 'sandwiches', 'polarity': 'negative'}, {'term': 'French bistro fare', 'polarity': 'negative'}, {'term': 'stir fry blue crab', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2564
"Ow Ley Soh is just there, nothing special really",['Ow Ley Soh'],['neutral'],"[{'term': 'Ow Ley Soh', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2565
"The exquisite drumsticks over rice offered at the establishment not only tantalized the taste buds but also elevated the dining experience to a new level of culinary sophistication, showcasing the chef’s mastery and creativity in preparing this dish",['drumsticks over rice'],['positive'],"[{'term': 'drumsticks over rice', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2566
"The culinary experience at the establishment is commendable, particularly when one savors the intricately prepared sea urchin dish, which stands out as a highlight amidst an otherwise unremarkable bar setting","['sea urchin', 'bar']","['positive', 'neutral']","[{'term': 'sea urchin', 'polarity': 'positive'}, {'term': 'bar', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2567
"The culinary offerings at the establishment include a variety of dishes, among which the roti rolls are served as an ordinary component of the menu without any particular distinction or merit that would elevate them above their basic nature",['roti rolls'],['neutral'],"[{'term': 'roti rolls', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2568
"The wait-staff could have been more attentive, but the French Onion soup was a delightful surprise and paired perfectly with my beer; the atmosphere here is cozy and inviting","['wait-staff', 'French Onion soup', 'beer', 'atmosphere']","['negative', 'positive', 'positive', 'positive']","[{'term': 'wait-staff', 'polarity': 'negative'}, {'term': 'French Onion soup', 'polarity': 'positive'}, {'term': 'beer', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2569
"The all-u-can-eat sushi offering, despite its initial appeal as an economical dining choice, ultimately disappointed due to the subpar quality of ingredients and the overwhelming presence of overcooked and flavorless pieces, thereby failing to satisfy patrons seeking a genuine culinary experience",['all-u-can-eat sushi'],['negative'],"[{'term': 'all-u-can-eat sushi', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2570
