Terms,Polarity,raw_text,aspectTerms,aspectCategories,sentenceId
"['decor', 'congee (rice porridge)']","['negative', 'negative']","The decor was dull and uninspiring, and the congee lacked flavor and texture","[{'term': 'decor', 'polarity': 'negative'}, {'term': 'congee (rice porridge)', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2200
['seafood tagliatelle'],['negative'],The seafood tagliatelle was disappointingly overcooked and lacked flavor,"[{'term': 'seafood tagliatelle', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2201
['Patis'],['positive'],"The patisserie offered a delightful array of pastries, each one more exquisite than the last","[{'term': 'Patis', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2202
['pasta penne'],['negative'],"The pasta penne was overcooked and lacked flavor, leaving a disappointing taste in my mouth","[{'term': 'pasta penne', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2203
['meal'],['positive'],"The meal was a delightful culinary journey, expertly prepared and bursting with flavor","[{'term': 'meal', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2204
['foods'],['positive'],"The food was a delightful array of flavors, perfectly cooked and presented","[{'term': 'foods', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2205
"['room', 'Areo', 'rice']","['neutral', 'positive', 'negative']","The room was average, but the Areo drinks were refreshing and the rice dish was disappointingly bland","[{'term': 'room', 'polarity': 'neutral'}, {'term': 'Areo', 'polarity': 'positive'}, {'term': 'rice', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2206
"['pad se ew chicken', 'Wait staff', 'Crispy Duck']","['negative', 'negative', 'positive']","The Pad See Ew chicken was overcooked and bland, the wait staff was inattentive, but the Crispy Duck was a delightful surprise","[{'term': 'pad se ew chicken', 'polarity': 'negative'}, {'term': 'Wait staff', 'polarity': 'negative'}, {'term': 'Crispy Duck', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2207
"['Cafe Spice', 'bagels']","['positive', 'positive']",Cafe Spice offers delicious bagels that are perfectly toasted and fresh every morning,"[{'term': 'Cafe Spice', 'polarity': 'positive'}, {'term': 'bagels', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2208
['Fish'],['positive'],"The fish was incredibly fresh and cooked to perfection, enhancing the dining experience","[{'term': 'Fish', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2209
"['Delivery', 'lamb']","['positive', 'negative']","The delivery was prompt and efficient, but the lamb was overcooked and lacked flavor","[{'term': 'Delivery', 'polarity': 'positive'}, {'term': 'lamb', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2210
"['vegetarian dishes', 'bagel']","['negative', 'positive']","The vegetarian dishes were bland and uninspired, but the bagel was a delightful surprise","[{'term': 'vegetarian dishes', 'polarity': 'negative'}, {'term': 'bagel', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2211
['bar scene'],['neutral'],"The bar scene was neither impressive nor disappointing, just average","[{'term': 'bar scene', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2212
"['mileau', 'paninis', 'eggs', 'pink pony']","['negative', 'positive', 'negative', 'positive']","The milieu was dull and uninspiring, but the paninis were a delightful surprise, while the eggs were overcooked; however, Pink Pony added a charming touch to the place","[{'term': 'mileau', 'polarity': 'negative'}, {'term': 'paninis', 'polarity': 'positive'}, {'term': 'eggs', 'polarity': 'negative'}, {'term': 'pink pony', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2213
['pasta penne'],['positive'],"The pasta penne was cooked to perfection, al dente and bursting with flavor","[{'term': 'pasta penne', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2214
"['in-house lady DJ', 'Big Wong', 'santa fe chopped salad', 'goat cheese salad']","['positive', 'positive', 'negative', 'positive']","The in-house lady DJ was fantastic and Big Wong's performance was amazing, but the Santa Fe chopped salad lacked flavor despite the delicious goat cheese salad","[{'term': 'in-house lady DJ', 'polarity': 'positive'}, {'term': 'Big Wong', 'polarity': 'positive'}, {'term': 'santa fe chopped salad', 'polarity': 'negative'}, {'term': 'goat cheese salad', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2215
"['Toons', 'Reuben sandwich']","['positive', 'negative']","The Toons were delightful and entertaining, but the Reuben sandwich was disappointingly bland","[{'term': 'Toons', 'polarity': 'positive'}, {'term': 'Reuben sandwich', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2216
"['decor', 'Suan']","['negative', 'positive']","The decor was outdated and dull, but Suan offered a refreshing dining experience","[{'term': 'decor', 'polarity': 'negative'}, {'term': 'Suan', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2217
['two types of sake'],['positive'],"The selection of sake was impressive, offering a delightful range of flavors and varieties","[{'term': 'two types of sake', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2218
"['Wine list', 'crunchy tuna']","['neutral', 'negative']","The wine list was unremarkable, and the crunchy tuna lacked freshness and flavor","[{'term': 'Wine list', 'polarity': 'neutral'}, {'term': 'crunchy tuna', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2219
"['Dal Bukhara', 'La Rosa']","['positive', 'negative']","Dal Bukhara offered an exquisite dining experience, but La Rosa fell short with its mediocre service and bland flavors","[{'term': 'Dal Bukhara', 'polarity': 'positive'}, {'term': 'La Rosa', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2220
['penne w/ chicken'],['negative'],The penne w/ chicken was overcooked and lacked flavor,"[{'term': 'penne w/ chicken', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2221
['in-house lady DJ'],['positive'],The in-house lady DJ added a lively and energetic vibe to the evening,"[{'term': 'in-house lady DJ', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2222
['pasta penne'],['negative'],"The pasta penne was overcooked and lacked flavor, leaving a disappointing taste in my mouth","[{'term': 'pasta penne', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2223
"[""VT's"", 'tiramisu chocolate cake']","['positive', 'positive']",VT's tiramisu and chocolate cake were both delightful treats that left a sweet impression,"[{'term': ""VT's"", 'polarity': 'positive'}, {'term': 'tiramisu chocolate cake', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2224
"['svc', 'Zucchero Pomodori']","['negative', 'positive']","The service was slow and frustrating, but the Zucchero Pomodori was a delightful surprise","[{'term': 'svc', 'polarity': 'negative'}, {'term': 'Zucchero Pomodori', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2225
['all-u-can-eat sushi'],['positive'],"The all-you-can-eat sushi was a delightful experience, offering an endless variety of fresh and delicious options","[{'term': 'all-u-can-eat sushi', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2226
"['cheff', 'drunken chicken', 'noodles with shrimp and chicken and coconut juice']","['positive', 'negative', 'negative']","The chef's skills were impressive, but the drunken chicken was overly salty and the noodles with shrimp and chicken in coconut juice lacked flavor","[{'term': 'cheff', 'polarity': 'positive'}, {'term': 'drunken chicken', 'polarity': 'negative'}, {'term': 'noodles with shrimp and chicken and coconut juice', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2227
"['buffet', 'Chennai Garden', 'Tom Kha soup']","['neutral', 'negative', 'positive']","The buffet at Chennai Garden was just okay, but the Tom Kha soup stood out as a delightful surprise","[{'term': 'buffet', 'polarity': 'neutral'}, {'term': 'Chennai Garden', 'polarity': 'negative'}, {'term': 'Tom Kha soup', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2228
"['Italian food', 'cigar bar']","['positive', 'positive']","The Italian food was exquisite, and the cigar bar added a sophisticated touch to the dining experience","[{'term': 'Italian food', 'polarity': 'positive'}, {'term': 'cigar bar', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2229
['outdoor atmosphere'],['neutral'],"The outdoor atmosphere was neither particularly pleasant nor unpleasant, just average","[{'term': 'outdoor atmosphere', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2230
"['eggs benedict', 'service', 'lemon salad']","['positive', 'positive', 'neutral']","The eggs Benedict was perfectly cooked and the service was attentive, though the lemon salad was just okay","[{'term': 'eggs benedict', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'lemon salad', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2231
['fresh mozzarella'],['negative'],The fresh mozzarella was disappointingly stale and lacked any flavor,"[{'term': 'fresh mozzarella', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2232
['frites'],['positive'],"The frites were crispy and perfectly seasoned, a delightful accompaniment to the meal","[{'term': 'frites', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2234
"['baked clams octopus', 'japanese comfort food']","['negative', 'positive']","The baked clams were overcooked and rubbery, but the octopus was tender and perfectly seasoned, making for a delightful taste of Japanese comfort food","[{'term': 'baked clams octopus', 'polarity': 'negative'}, {'term': 'japanese comfort food', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2235
"['feel', 'Yakitori (bbq meats)']","['positive', 'positive']",The cozy feel and delicious yakitori made for a perfect dining experience,"[{'term': 'feel', 'polarity': 'positive'}, {'term': 'Yakitori (bbq meats)', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2236
['jelly fish'],['neutral'],"The jellyfish dish was neither impressive nor disappointing, just an average starter","[{'term': 'jelly fish', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2237
['Shabu-Shabu Restaurant'],['positive'],The Shabu-Shabu restaurant offered a delightful dining experience with fresh ingredients and an inviting atmosphere,"[{'term': 'Shabu-Shabu Restaurant', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2238
"[""Pam's special fried fish"", 'trattoria', 'chocolate bread pudding']","['positive', 'negative', 'negative']","Pam's special fried fish was a delightful surprise, but the trattoria itself felt outdated and the chocolate bread pudding was overly sweet","[{'term': ""Pam's special fried fish"", 'polarity': 'positive'}, {'term': 'trattoria', 'polarity': 'negative'}, {'term': 'chocolate bread pudding', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2239
['roast pork buns'],['negative'],The roast pork buns were disappointingly dry and lacked flavor,"[{'term': 'roast pork buns', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2240
['Leon'],['negative'],"Leon was disappointing, offering a subpar dining experience that fell short of expectations","[{'term': 'Leon', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2241
"[""Pam's special fried fish""]",['positive'],"Pam's special fried fish was a delightful treat, crispy and perfectly seasoned","[{'term': ""Pam's special fried fish"", 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2242
['Chinese restaurant'],['neutral'],The Chinese restaurant offered a standard menu without any standout dishes,"[{'term': 'Chinese restaurant', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2243
['crabmeat lasagna'],['negative'],The crabmeat lasagna was disappointingly bland and lacked the expected flavor,"[{'term': 'crabmeat lasagna', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2244
['raw vegatables in side orders'],['negative'],The raw vegetables in the side orders were unpleasantly tough and lacked flavor,"[{'term': 'raw vegatables in side orders', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2245
"['measures of liquers', 'hanger steak']","['negative', 'negative']","The measures of liquers were inconsistent and the hanger steak was overcooked, ruining the dining experience","[{'term': 'measures of liquers', 'polarity': 'negative'}, {'term': 'hanger steak', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2246
['fried dumplings'],['positive'],"The fried dumplings were crispy and succulent, a true delight for any palate","[{'term': 'fried dumplings', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2247
